problem,function,instance,dimension,seed,mode,popsize,baseline_best,pass_proposal_f,first_f,best_h1,best_h10,best_h50,best_h200,mean_shift_generation,sigma_ratio_generation,trace_ratio_generation,condition_ratio_generation,sigma_ratio_final,trace_ratio_final
bbob_f002_i80_d10,2,80,10,2,direct,10,32252.336311318424,,75422.5263896547,32252.336311318424,32252.336311318424,25002.509705437762,8172.740839509553,0.7984358476449841,0.9114024298610399,0.9794527801242416,0.9996917814373627,0.2965564532976717,0.9012331323906513
bbob_f002_i80_d10,2,80,10,2,inject,10,32252.336311318424,,75422.5263896547,32252.336311318424,32252.336311318424,32252.336311318424,9565.246790814792,0.8542283369573114,0.9218594706369889,0.9806497777254249,1.005162396976961,0.336267593832251,0.8951154674079105
bbob_f002_i80_d10,2,80,10,3,pass,10,23725.26839593563,115830.48055202652,115830.48055202652,23725.26839593563,23725.26839593563,9930.929384110492,4416.4355009945375,1.2464724485978007,0.9279817789757187,0.9892881796326801,1.0840801189271427,0.5873939717850413,0.9952479225641085
bbob_f002_i80_d10,2,80,10,3,direct,10,23725.26839593563,,78757.24668150587,23725.26839593563,23725.26839593563,10987.213542877698,7312.127099792785,1.1024459064969876,0.9250736511002128,0.9859549906657341,1.079918061013893,0.45726303678980484,0.9265785502326581
bbob_f002_i80_d10,2,80,10,3,inject,10,23725.26839593563,,78757.24668150587,23725.26839593563,23725.26839593563,9427.664496882686,5388.535047958634,1.1024459064969876,0.9250736511002128,0.9857404953526977,1.0801439655960776,0.6903793999274704,0.9981609087463486
bbob_f003_i79_d10,3,79,10,0,pass,10,223.3522264808164,300.35897486520355,300.35897486520355,223.3522264808164,223.3522264808164,223.3522264808164,178.2840112725719,1.5845311978643832,0.9170895595226812,0.9824438092679488,1.029818026237974,0.7363243162284485,0.885491806794966
bbob_f003_i79_d10,3,79,10,0,direct,10,223.3522264808164,,333.83154293162477,223.3522264808164,223.3522264808164,223.3522264808164,211.35871802944177,1.5304930424167564,0.90501591725007,0.982023172020485,1.0218478178540684,0.6266518295631813,0.8924586872995127
bbob_f003_i79_d10,3,79,10,0,inject,10,223.3522264808164,,333.83154293162477,223.3522264808164,223.3522264808164,220.54841224834794,214.09968252578824,1.5845311978643832,0.9170895595226812,0.9833842916650812,1.029935605789255,0.47998849522284276,0.8830780718913522
bbob_f003_i79_d10,3,79,10,1,pass,10,227.18145113575991,252.2063660562912,252.2063660562912,227.18145113575991,227.18145113575991,227.18145113575991,202.03562134199285,0.6583605276516992,0.9242528236221417,0.9823111824754023,1.0969245619502475,0.5693559733169347,0.9218830422167835
bbob_f003_i79_d10,3,79,10,1,direct,10,227.18145113575991,,266.80953448200114,227.18145113575991,227.18145113575991,220.89240781903447,203.9491452160774,0.6716907365890765,0.9261031288480156,0.9841593229823868,1.1127077011734605,0.8737993355739749,0.9142216813007409
bbob_f003_i79_d10,3,79,10,1,inject,10,227.18145113575991,,266.80953448200114,227.18145113575991,227.18145113575991,224.95621343550422,197.1270761162533,0.8534680043739908,0.9207529832733415,0.9824034861061935,1.0780453646246966,0.6906950810067484,0.9892155538695971
bbob_f003_i79_d10,3,79,10,2,pass,10,234.92632346239333,258.2731392226678,258.2731392226678,234.92632346239333,234.07681077666862,213.58939162868245,204.89226037270876,1.8276097194540724,1.05329402472961,1.0233586970897952,1.1828674393429262,0.6365901108381854,0.9769591822108153
bbob_f003_i79_d10,3,79,10,2,direct,10,234.92632346239333,,247.27121480489652,234.92632346239333,234.07681077666862,218.60573668472625,216.2098725067091,1.853267755092992,1.058789636388555,1.0202189014960588,1.1724817035543436,0.6900924714335427,0.9529215825159457
bbob_f003_i79_d10,3,79,10,2,inject,10,234.92632346239333,,247.27121480489652,234.92632346239333,234.07681077666862,211.87535163774652,211.87535163774652,1.853267755092992,1.058789636388555,1.020942424644693,1.2050065546960997,0.5986529069153651,0.9266414869288553
bbob_f003_i79_d10,3,79,10,3,pass,10,220.96739656643928,302.6457850181618,302.6457850181618,220.96739656643928,220.96739656643928,209.54526914512823,193.60539357650333,1.7432813716108755,0.9115912844806259,0.9949200189304791,1.1149935820752044,0.3102936236561118,0.850225380514327
bbob_f003_i79_d10,3,79,10,3,direct,10,220.96739656643928,,250.76606275392416,220.96739656643928,220.96739656643928,215.52262527759902,187.11212258232675,1.7320229647395036,0.9089817859878475,0.9955570651628187,1.1242996754508205,0.4079159240476129,0.8689008712358426
bbob_f003_i79_d10,3,79,10,3,inject,10,220.96739656643928,,250.76606275392416,220.96739656643928,220.96739656643928,164.35258618924104,164.35258618924104,1.7794278303845765,0.9191903813137928,0.9949790305461255,1.1169238036535523,0.5560399460875008,0.9240504862323586
bbob_f003_i80_d10,3,80,10,0,pass,10,103.31117466061414,147.49491242510817,147.49491242510817,103.31117466061414,103.31117466061414,103.31117466061414,103.31117466061414,0.9659786160972474,0.8881820959233722,0.9843219591859104,1.0484417113702007,0.6823692841984055,0.9053336223009689
bbob_f003_i80_d10,3,80,10,0,direct,10,103.31117466061414,,160.5924510893437,103.31117466061414,103.31117466061414,103.31117466061414,103.31117466061414,0.8922427195720313,0.89619603361883,0.9843199088714334,1.041218788497377,0.4481288924318209,0.8185174699197668
bbob_f003_i80_d10,3,80,10,0,inject,10,103.31117466061414,,160.5924510893437,103.31117466061414,103.31117466061414,103.31117466061414,92.83764337614016,0.9158955261078214,0.8920175400864346,0.984126058780084,1.051364978210901,0.5288870418951115,0.8311872046311205
bbob_f003_i80_d10,3,80,10,1,pass,10,130.3251813254394,191.85787119884063,191.85787119884063,130.3251813254394,130.3251813254394,130.3251813254394,114.75055331405862,1.080749675046205,0.9405740329711797,0.9842514073855635,1.0444757323288443,0.6107371631396983,0.9055305387819205
bbob_f003_i80_d10,3,80,10,1,direct,10,130.3251813254394,,171.7665450374559,130.3251813254394,130.3251813254394,125.36719172259518,106.86101405264877,1.0396546593314522,0.9466899894748976,0.9836741402461041,1.0438318841961824,0.9660401419810789,0.962003659224843
bbob_f003_i80_d10,3,80,10,1,inject,10,130.3251813254394,,171.7665450374559,130.3251813254394,130.3251813254394,118.53442403643885,118.53442403643885,1.064443242264082,0.9549304777201647,0.9838668811951997,1.0353901241989152,0.850108612743284,0.9515179390510666
bbob_f003_i80_d10,3,80,10,2,pass,10,108.49699654240109,106.31532364294421,106.31532364294421,106.31532364294421,106.31532364294421,106.31532364294421,106.31532364294421,0.8511502853308248,0.9046910802895958,0.9909021760039133,1.0946041204861416,0.752281739850071,0.9857139634498763
bbob_f003_i80_d10,3,80,10,2,direct,10,108.49699654240109,,146.60156565659423,108.49699654240109,108.49699654240109,108.49699654240109,108.39077513600556,0.8035787169720044,0.9934347603987789,0.9926366245104734,1.0834222458954388,0.6527929395565358,0.895728011687763
bbob_f003_i80_d10,3,80,10,2,inject,10,108.49699654240109,,146.60156565659423,108.49699654240109,106.31532364294421,106.31532364294421,106.31532364294421,0.905050985097928,0.912335515409435,0.9893192649743588,1.09856149738442,0.5523568199546778,0.8885827722278631
bbob_f003_i80_d10,3,80,10,3,pass,10,117.55169719234945,149.02604682449135,149.02604682449135,117.55169719234945,117.55169719234945,113.21568919575611,89.17435768234523,1.0404481371152197,1.0057262937051927,0.995998775479804,1.043098676719269,0.4813004743759571,0.8741276971676801
bbob_f003_i80_d10,3,80,10,3,direct,10,117.55169719234945,,153.77965832948962,117.55169719234945,117.55169719234945,117.55169719234945,109.15305816020549,1.0203706148058813,1.0083031134455274,0.994626801840031,1.0439196511183402,0.5982607276945271,0.8748795509234206
bbob_f003_i80_d10,3,80,10,3,inject,10,117.55169719234945,,153.77965832948962,117.55169719234945,117.55169719234945,113.39470848783768,104.21607976552427,1.0603673565449934,1.008008242066608,0.9960752321826973,1.0546628042925086,0.5298495596682742,0.8723298331706814
bbob_f004_i79_d10,4,79,10,0,pass,10,244.01759279386778,293.49763968699915,293.49763968699915,244.01759279386778,224.2519370145945,214.13920116224722,200.12624822207647,0.9214760595183725,0.9579793386333517,0.9881655345912886,0.9528862779037116,0.5551783345224998,0.8610279180665299
bbob_f004_i79_d10,4,79,10,0,direct,10,244.01759279386778,,239.59474057978764,239.59474057978764,224.2519370145945,224.2519370145945,195.18235680690273,0.9459485989749885,0.959234204265334,0.9858918853766311,0.9609660516460709,0.31668268624800566,0.7974402078972765
bbob_f004_i79_d10,4,79,10,0,inject,10,244.01759279386778,,239.59474057978764,239.59474057978764,224.2519370145945,216.14274025846743,213.22872373628104,0.9459485989749885,0.959234204265334,0.9875173117813807,0.958434649934679,0.5354452758338246,0.8592731867125482
bbob_f004_i79_d10,4,79,10,1,pass,10,240.41053306210932,310.24161741431067,310.24161741431067,240.41053306210932,202.46932021697125,202.46932021697125,202.46932021697125,0.8549494147169363,0.9039754524120459,0.9846870220899725,1.0848314484741097,0.6535279191038783,0.8977275479312432
bbob_f004_i79_d10,4,79,10,1,direct,10,240.41053306210932,,297.08060696285054,240.41053306210932,202.46932021697125,202.46932021697125,201.73878785407447,0.8549494147169363,0.9039754524120459,0.985010700975313,1.0713338969583164,0.45389674249075657,0.886038428893876
bbob_f004_i79_d10,4,79,10,1,inject,10,240.41053306210932,,297.08060696285054,240.41053306210932,202.46932021697125,202.46932021697125,190.79882076944534,0.8549494147169363,0.9039754524120459,0.9846348490011102,1.0917027234867622,0.49171406800023837,0.8737568304939233
bbob_f004_i79_d10,4,79,10,2,pass,10,231.25903106379735,330.03168131634243,330.03168131634243,231.25903106379735,231.25903106379735,231.25903106379735,213.68238255113738,1.1221045453328173,0.9179338156329485,0.9855698939034313,1.0041451692993684,0.5653427320448502,0.8797661581993651
bbob_f004_i79_d10,4,79,10,2,direct,10,231.25903106379735,,273.6400283054651,231.25903106379735,231.25903106379735,231.25903106379735,229.23972440223656,0.8425948197459306,0.9299612461668416,0.9817174960717586,1.0123273112219981,0.606412437702993,0.8777726384682916
bbob_f004_i79_d10,4,79,10,2,inject,10,231.25903106379735,,273.6400283054651,231.25903106379735,231.25903106379735,219.029782125748,219.029782125748,0.8425948197459306,0.9299612461668416,0.9815892351645851,1.0088326641210947,0.6004233298031586,0.8808406395696038
bbob_f004_i79_d10,4,79,10,3,pass,10,263.31564514332484,284.3387071062601,284.3387071062601,263.31564514332484,263.31564514332484,257.7123960030083,210.32121011446185,0.8874997696894977,0.9324377557482597,0.9836312404202648,0.9564465050798642,0.44509376139211204,0.8283971262958106
bbob_f004_i79_d10,4,79,10,3,direct,10,263.31564514332484,,291.11752053224745,263.31564514332484,263.31564514332484,259.24224246505065,224.5586438736227,0.9042030463533,0.9383551773064402,0.9830633780123863,0.9560789649173669,0.6322693346272199,0.8657953066332144
bbob_f004_i79_d10,4,79,10,3,inject,10,263.31564514332484,,291.11752053224745,263.31564514332484,263.31564514332484,254.00453828107442,231.5531966906128,0.8686097019982488,0.9323328982402894,0.9839163468224859,0.9650422053304636,0.6851368590794343,0.9499746339958016
bbob_f004_i80_d10,4,80,10,0,pass,10,157.84446846349016,146.60354744446374,146.60354744446374,146.60354744446374,146.60354744446374,129.31023841498563,121.564511629855,0.7892088523794177,0.9495150046814528,0.9866231119581066,1.0095506153347253,0.604219829705048,0.8474614098656014
bbob_f004_i80_d10,4,80,10,0,direct,10,157.84446846349016,,199.62728943401683,157.84446846349016,157.84446846349016,135.6397315079409,114.01582583944463,0.8827209637821373,0.9337272362711271,0.9851817388638361,1.0024188827350793,0.6117608459375543,0.9275005781403808
bbob_f004_i80_d10,4,80,10,0,inject,10,157.84446846349016,,199.62728943401683,157.84446846349016,146.60354744446374,138.96288344864246,104.43811473829133,0.83454363214549,0.9509290064866951,0.9857170207994332,1.009619582597677,0.4295725002023924,0.8095531759088905
bbob_f004_i80_d10,4,80,10,1,pass,10,166.0829199848382,240.7700828796048,240.7700828796048,166.0829199848382,160.55116638355616,145.7557028788795,114.76782412016527,1.2563871718084185,0.9230440498262321,0.9883498175308021,1.0846594897672774,0.5319728253516242,0.8851848563359945
bbob_f004_i80_d10,4,80,10,1,direct,10,166.0829199848382,,188.9896116051071,166.0829199848382,160.55116638355616,150.09278816984843,104.21434249147048,1.2542338615187143,0.9210037951188926,0.9851691995476992,1.0473038152688003,0.582685562852818,0.9477332962288795
bbob_f004_i80_d10,4,80,10,1,inject,10,166.0829199848382,,188.9896116051071,166.0829199848382,160.55116638355616,127.9129202262114,107.19494071442048,1.2542338615187143,0.9210037951188926,0.988231681184591,1.1238126149926957,0.4585376595696599,0.8814356772076737
bbob_f004_i80_d10,4,80,10,2,pass,10,192.91786299512566,321.1878842842316,321.1878842842316,192.91786299512566,192.91786299512566,192.91786299512566,121.48612218150457,0.7434740898160611,0.9537555290906545,0.9822650362006808,0.964237922644232,0.8430021756224149,0.9130580567788386
bbob_f004_i80_d10,4,80,10,2,direct,10,192.91786299512566,,249.83711995513445,192.91786299512566,192.91786299512566,174.60287697337432,135.48457892542908,0.7434740898160611,0.9537555290906545,0.9820974002587641,0.9434273482997685,1.690376892884642,0.9786205827059015
bbob_f004_i80_d10,4,80,10,2,inject,10,192.91786299512566,,249.83711995513445,192.91786299512566,192.91786299512566,159.1273057792411,134.16099760613267,0.7434740898160611,0.9537555290906545,0.9824474575708635,0.9631065666074491,0.8397425270259273,0.9277767339637325
bbob_f004_i80_d10,4,80,10,3,pass,10,170.1848494905117,243.3580810894254,243.3580810894254,170.1848494905117,170.1848494905117,143.8546057979534,115.0948798601766,1.0406575937137235,0.941252973811449,0.9893752403197147,1.0253570049982288,0.6479987625402034,0.8743083720675079
bbob_f004_i80_d10,4,80,10,3,direct,10,170.1848494905117,,207.61104471077104,170.1848494905117,170.1848494905117,155.8783902679243,134.11213055890005,1.0504495321940084,0.9489367408741588,0.9876913308743194,1.0327404210868019,0.37987742668775687,0.8354557165239218
bbob_f004_i80_d10,4,80,10,3,inject,10,170.1848494905117,,207.61104471077104,170.1848494905117,170.1848494905117,158.20145947561295,122.25836193400148,1.2999165526111551,1.0201856979495922,0.9985866082497291,1.0343646827555713,0.4443461149246615,0.8407736755655704
bbob_f005_i79_d10,5,79,10,0,pass,10,4.285421175061472,25.734106471391556,25.734106471391556,4.285421175061472,4.285421175061472,4.285421175061472,-2.962708543269091,2.2899065923205963,0.9523049892631309,0.9924012755937088,1.128480340492424,0.4359172045305921,0.949449574861446
bbob_f005_i79_d10,5,79,10,0,direct,10,4.285421175061472,,22.510178031021866,4.285421175061472,4.285421175061472,4.285421175061472,-2.748667948430789,2.2424429138344535,0.9443061602507711,0.9883228710076176,1.124225972920546,0.34800110272847856,0.9923334049646995
bbob_f005_i79_d10,5,79,10,0,inject,10,4.285421175061472,,22.510178031021866,4.285421175061472,4.285421175061472,4.285421175061472,-1.4152682441341788,2.2424429138344535,0.9443061602507711,0.9887717582869215,1.122811238702747,0.48566172707175514,0.9696947456419603
bbob_f005_i79_d10,5,79,10,1,pass,10,-13.816736502507469,-11.839383566746967,-11.839383566746967,-13.816736502507469,-16.81928218441406,-18.59968593977096,-21.36331351161037,0.6129627660055157,0.9584862277110534,0.9799835308782593,1.0100918220671338,0.3045613781314964,0.8476242976305907
bbob_f005_i79_d10,5,79,10,1,direct,10,-13.816736502507469,,-12.729192387839205,-13.816736502507469,-16.81928218441406,-17.2169846724655,-23.284459389001825,0.5941375527374282,0.9569832625032891,0.979592388885138,1.0118816883887725,0.44075788722506737,0.9639121862324008
bbob_f005_i79_d10,5,79,10,1,inject,10,-13.816736502507469,,-12.729192387839205,-13.816736502507469,-16.81928218441406,-22.953615211124287,-23.66527498086232,0.5625704204891829,0.9549196454558116,0.9785726254715825,1.003768039495339,0.28609273854735884,0.8357920448339202
bbob_f005_i79_d10,5,79,10,2,pass,10,-5.453233100933094,-2.8072099942943396,-2.8072099942943396,-5.453233100933094,-5.453233100933094,-7.302497000152439,-12.700126967677033,1.4530511566611688,1.0772170311675442,1.007563714444745,1.244908723208268,0.3800409019663735,0.9355240987068134
bbob_f005_i79_d10,5,79,10,2,direct,10,-5.453233100933094,,-2.9063052080504157,-5.453233100933094,-5.453233100933094,-11.625009025385985,-14.956569867085683,1.0927290990390985,1.0544167042701902,0.9984396327081596,1.2242494332028733,0.47380442471952805,0.9414015105311437
