host,problem,function,dimension,instance,seed,action,baseline_best,first_f,best_h1,best_h10,best_h50,best_h100
cma,bbob_f010_i75_d05,10,5,75,1,contract_clip,602.5537479337556,8458.749067134524,602.5537479337556,602.5537479337556,602.5537479337556,145.84946590031967
cma,bbob_f010_i76_d05,10,5,76,0,pass,21808.525215562837,1930116.2080856734,21808.525215562837,21808.525215562837,2714.6505035829186,150.9534509892609
cma,bbob_f010_i76_d05,10,5,76,0,contract,21808.525215562837,534251.802360023,21808.525215562837,21808.525215562837,6262.440701396502,340.52053915757347
cma,bbob_f010_i76_d05,10,5,76,0,contract_clip,21808.525215562837,534251.802360023,21808.525215562837,21808.525215562837,6262.440701396502,340.52053915757347
cma,bbob_f010_i76_d05,10,5,76,1,pass,5890.874164215841,40041.76437114746,5890.874164215841,5890.874164215841,949.7190753508054,287.5452543546238
cma,bbob_f010_i76_d05,10,5,76,1,contract,5890.874164215841,44704.588454228324,5890.874164215841,5890.874164215841,1348.0886808431733,147.32547054596014
cma,bbob_f010_i76_d05,10,5,76,1,contract_clip,5890.874164215841,43214.17295703236,5890.874164215841,5890.874164215841,1369.19641182341,189.19226023788997
cma,bbob_f011_i75_d05,11,5,75,0,pass,296.07538240097387,736553.8411879817,296.07538240097387,142.3047296081934,142.3047296081934,142.3047296081934
cma,bbob_f011_i75_d05,11,5,75,0,contract,296.07538240097387,210804.29252517893,296.07538240097387,296.07538240097387,296.07538240097387,226.5840157474382
cma,bbob_f011_i75_d05,11,5,75,0,contract_clip,296.07538240097387,210804.29252517893,296.07538240097387,296.07538240097387,296.07538240097387,226.5840157474382
cma,bbob_f011_i75_d05,11,5,75,1,pass,575.8038871586275,126551.90253287494,575.8038871586275,575.8038871586275,182.44107737649514,182.44107737649514
cma,bbob_f011_i75_d05,11,5,75,1,contract,575.8038871586275,44635.23361960083,575.8038871586275,575.8038871586275,245.78218037933868,245.78218037933868
cma,bbob_f011_i75_d05,11,5,75,1,contract_clip,575.8038871586275,53229.04695542139,575.8038871586275,575.8038871586275,575.8038871586275,176.47678380355063
cma,bbob_f011_i76_d05,11,5,76,0,pass,828.9609657843603,430126.1622506604,828.9609657843603,828.9609657843603,-88.44741815641889,-88.44741815641889
cma,bbob_f011_i76_d05,11,5,76,0,contract,828.9609657843603,132633.15480113451,828.9609657843603,828.9609657843603,-99.43620297032312,-99.43620297032312
cma,bbob_f011_i76_d05,11,5,76,0,contract_clip,828.9609657843603,132633.15480113451,828.9609657843603,828.9609657843603,-99.43620297032312,-99.43620297032312
